cnty_fips,display_name,,Urban-Rural Status,,,,,,
21001,"""Adair, (KY)""",,Rural,,,,,,
21003,"""Allen, (KY)""",,Small City,,,,,,
21005,"""Anderson, (KY)""",,Rural,,,,,,
21009,"""Barren, (KY)""",,Rural,,,,,,
21017,"""Bourbon, (KY)""",,Small City,,,,,,
21021,"""Boyle, (KY)""",,Rural,,,,,,
21027,"""Breckinridge, (KY)""",,Rural,,,,,,
21029,"""Bullitt, (KY)""",,Suburban,,,,,,
21031,"""Butler, (KY)""",,Small City,,,,,,
21045,"""Casey, (KY)""",,Rural,,,,,,
21049,"""Clark, (KY)""",,Small City,,,,,,
21053,"""Clinton, (KY)""",,Rural,,,,,,
21057,"""Cumberland, (KY)""",,Rural,,,,,,
21059,"""Daviess, (KY)""",,Small City,,,,,,
21061,"""Edmonson, (KY)""",,Small City,,,,,,
21065,"""Estill, (KY)""",,Rural,,,,,,
21067,"""Fayette, (KY)""",,Small City,,,,,,
21073,"""Franklin, (KY)""",,Rural,,,,,,
21079,"""Garrard, (KY)""",,Rural,,,,,,
21085,"""Grayson, (KY)""",,Rural,,,,,,
21087,"""Green, (KY)""",,Rural,,,,,,
21091,"""Hancock, (KY)""",,Small City,,,,,,
21093,"""Hardin, (KY)""",,Small City,,,,,,
21099,"""Hart, (KY)""",,Rural,,,,,,
21109,"""Jackson, (KY)""",,Rural,,,,,,
21111,"""Jefferson, (KY)""",,Urban,,,,,,
21113,"""Jessamine, (KY)""",,Small City,,,,,,
21123,"""Larue, (KY)""",,Small City,,,,,,
21125,"""Laurel, (KY)""",,Rural,,,,,,
21137,"""Lincoln, (KY)""",,Rural,,,,,,
21141,"""Logan, (KY)""",,Rural,,,,,,
21147,"""McCreary, (KY)""",,Rural,,,,,,
21151,"""Madison, (KY)""",,Rural,,,,,,
21155,"""Marion, (KY)""",,Rural,,,,,,
21163,"""Meade, (KY)""",,Small City,,,,,,
21167,"""Mercer, (KY)""",,Rural,,,,,,
21169,"""Metcalfe, (KY)""",,Rural,,,,,,
21171,"""Monroe, (KY)""",,Rural,,,,,,
21173,"""Montgomery, (KY)""",,Rural,,,,,,
21177,"""Muhlenberg, (KY)""",,Rural,,,,,,
21179,"""Nelson, (KY)""",,Rural,,,,,,
21181,"""Nicholas, (KY)""",,Rural,,,,,,
21183,"""Ohio, (KY)""",,Rural,,,,,,
21199,"""Pulaski, (KY)""",,Rural,,,,,,
21203,"""Rockcastle, (KY)""",,Rural,,,,,,
21207,"""Russell, (KY)""",,Rural,,,,,,
21209,"""Scott, (KY)""",,Small City,,,,,,
21211,"""Shelby, (KY)""",,Suburban,,,,,,
21213,"""Simpson, (KY)""",,Rural,,,,,,
21215,"""Spencer, (KY)""",,Suburban,,,,,,
21217,"""Taylor, (KY)""",,Rural,,,,,,
21227,"""Warren, (KY)""",,Small City,,,,,,
21229,"""Washington, (KY)""",,Rural,,,,,,
21231,"""Wayne, (KY)""",,Rural,,,,,,
21235,"""Whitley, (KY)""",,Rural,,,,,,
21239,"""Woodford, (KY)""",,Small City,,,,,,
37039,"""Cherokee, (NC)""",,Rural,,,,,,
47001,"""Anderson, (TN)""",,Small City,,,,,,
47003,"""Bedford, (TN)""",,Rural,,,,,,
47007,"""Bledsoe, (TN)""",,Rural,,,,,,
47009,"""Blount, (TN)""",,Small City,,,,,,
47011,"""Bradley, (TN)""",,Small City,,,,,,
47013,"""Campbell, (TN)""",,Small City,,,,,,
47015,"""Cannon, (TN)""",,Suburban,,,,,,
47021,"""Cheatham, (TN)""",,Suburban,,,,,,
47027,"""Clay, (TN)""",,Rural,,,,,,
47031,"""Coffee, (TN)""",,Rural,,,,,,
47035,"""Cumberland, (TN)""",,Rural,,,,,,
47037,"""Davidson, (TN)""",,Urban,,,,,,
47041,"""DeKalb, (TN)""",,Rural,,,,,,
47049,"""Fentress, (TN)""",,Rural,,,,,,
47051,"""Franklin, (TN)""",,Rural,,,,,,
47055,"""Giles, (TN)""",,Rural,,,,,,
47061,"""Grundy, (TN)""",,Rural,,,,,,
47065,"""Hamilton, (TN)""",,Small City,,,,,,
47087,"""Jackson, (TN)""",,Rural,,,,,,
47093,"""Knox, (TN)""",,Small City,,,,,,
47103,"""Lincoln, (TN)""",,Rural,,,,,,
47105,"""Loudon, (TN)""",,Small City,,,,,,
47107,"""McMinn, (TN)""",,Rural,,,,,,
47111,"""Macon, (TN)""",,Suburban,,,,,,
47115,"""Marion, (TN)""",,Small City,,,,,,
47117,"""Marshall, (TN)""",,Rural,,,,,,
47119,"""Maury, (TN)""",,Suburban,,,,,,
47121,"""Meigs, (TN)""",,Rural,,,,,,
47123,"""Monroe, (TN)""",,Rural,,,,,,
47127,"""Moore, (TN)""",,Rural,,,,,,
47129,"""Morgan, (TN)""",,Small City,,,,,,
47133,"""Overton, (TN)""",,Rural,,,,,,
47137,"""Pickett, (TN)""",,Rural,,,,,,
47139,"""Polk, (TN)""",,Small City,,,,,,
47141,"""Putnam, (TN)""",,Rural,,,,,,
47143,"""Rhea, (TN)""",,Rural,,,,,,
47145,"""Roane, (TN)""",,Small City,,,,,,
47147,"""Robertson, (TN)""",,Suburban,,,,,,
47149,"""Rutherford, (TN)""",,Suburban,,,,,,
47151,"""Scott, (TN)""",,Rural,,,,,,
47153,"""Sequatchie, (TN)""",,Small City,,,,,,
47159,"""Smith, (TN)""",,Suburban,,,,,,
47165,"""Sumner, (TN)""",,Suburban,,,,,,
47169,"""Trousdale, (TN)""",,Suburban,,,,,,
47175,"""Van Buren, (TN)""",,Rural,,,,,,
47177,"""Warren, (TN)""",,Rural,,,,,,
47185,"""White, (TN)""",,Rural,,,,,,
47187,"""Williamson, (TN)""",,Suburban,,,,,,
47189,"""Wilson, (TN)""",,Suburban,,,,,,
13009,"""Baldwin, (GA)""",,Rural,,,,,,
13011,"""Banks, (GA)""",,Rural,,,,,,
13013,"""Barrow, (GA)""",,Suburban,,,,,,
13021,"""Bibb, (GA)""",,Small City,,,,,,
13023,"""Bleckley, (GA)""",,Rural,,,,,,
13031,"""Bulloch, (GA)""",,Rural,,,,,,
13033,"""Burke, (GA)""",,Small City,,,,,,
13043,"""Candler, (GA)""",,Rural,,,,,,
13059,"""Clarke, (GA)""",,Small City,,,,,,
13073,"""Columbia, (GA)""",,Small City,,,,,,
13091,"""Dodge, (GA)""",,Rural,,,,,,
13093,"""Dooly, (GA)""",,Rural,,,,,,
13103,"""Effingham, (GA)""",,Small City,,,,,,
13105,"""Elbert, (GA)""",,Rural,,,,,,
13107,"""Emanuel, (GA)""",,Rural,,,,,,
13109,"""Evans, (GA)""",,Rural,,,,,,
13119,"""Franklin, (GA)""",,Rural,,,,,,
13125,"""Glascock, (GA)""",,Rural,,,,,,
13133,"""Greene, (GA)""",,Rural,,,,,,
13137,"""Habersham, (GA)""",,Rural,,,,,,
13139,"""Hall, (GA)""",,Small City,,,,,,
13141,"""Hancock, (GA)""",,Rural,,,,,,
13147,"""Hart, (GA)""",,Rural,,,,,,
13153,"""Houston, (GA)""",,Small City,,,,,,
13157,"""Jackson, (GA)""",,Rural,,,,,,
13159,"""Jasper, (GA)""",,Suburban,,,,,,
13163,"""Jefferson, (GA)""",,Rural,,,,,,
13165,"""Jenkins, (GA)""",,Rural,,,,,,
13167,"""Johnson, (GA)""",,Rural,,,,,,
13169,"""Jones, (GA)""",,Small City,,,,,,
13175,"""Laurens, (GA)""",,Rural,,,,,,
13181,"""Lincoln, (GA)""",,Small City,,,,,,
13189,"""McDuffie, (GA)""",,Small City,,,,,,
13195,"""Madison, (GA)""",,Small City,,,,,,
13209,"""Montgomery, (GA)""",,Rural,,,,,,
13211,"""Morgan, (GA)""",,Suburban,,,,,,
13217,"""Newton, (GA)""",,Suburban,,,,,,
13219,"""Oconee, (GA)""",,Small City,,,,,,
13221,"""Oglethorpe, (GA)""",,Small City,,,,,,
13225,"""Peach, (GA)""",,Small City,,,,,,
13235,"""Pulaski, (GA)""",,Small City,,,,,,
13237,"""Putnam, (GA)""",,Rural,,,,,,
13241,"""Rabun, (GA)""",,Rural,,,,,,
13245,"""Richmond, (GA)""",,Small City,,,,,,
13251,"""Screven, (GA)""",,Rural,,,,,,
13257,"""Stephens, (GA)""",,Rural,,,,,,
13265,"""Taliaferro, (GA)""",,Rural,,,,,,
13279,"""Toombs, (GA)""",,Rural,,,,,,
13281,"""Towns, (GA)""",,Rural,,,,,,
13283,"""Treutlen, (GA)""",,Rural,,,,,,
13289,"""Twiggs, (GA)""",,Small City,,,,,,
13297,"""Walton, (GA)""",,Suburban,,,,,,
13301,"""Warren, (GA)""",,Rural,,,,,,
13303,"""Washington, (GA)""",,Rural,,,,,,
13311,"""White, (GA)""",,Rural,,,,,,
13317,"""Wilkes, (GA)""",,Rural,,,,,,
13319,"""Wilkinson, (GA)""",,Rural,,,,,,
21011,"""Bath, (KY)""",,Rural,,,,,,
21013,"""Bell, (KY)""",,Rural,,,,,,
21019,"""Boyd, (KY)""",,Small City,,,,,,
21025,"""Breathitt, (KY)""",,Rural,,,,,,
21043,"""Carter, (KY)""",,Rural,,,,,,
21051,"""Clay, (KY)""",,Rural,,,,,,
21063,"""Elliott, (KY)""",,Rural,,,,,,
21069,"""Fleming, (KY)""",,Rural,,,,,,
21071,"""Floyd, (KY)""",,Rural,,,,,,
21095,"""Harlan, (KY)""",,Rural,,,,,,
21115,"""Johnson, (KY)""",,Rural,,,,,,
21119,"""Knott, (KY)""",,Rural,,,,,,
21121,"""Knox, (KY)""",,Rural,,,,,,
21127,"""Lawrence, (KY)""",,Rural,,,,,,
21129,"""Lee, (KY)""",,Rural,,,,,,
21131,"""Leslie, (KY)""",,Rural,,,,,,
21133,"""Letcher, (KY)""",,Rural,,,,,,
21153,"""Magoffin, (KY)""",,Rural,,,,,,
21159,"""Martin, (KY)""",,Rural,,,,,,
21165,"""Menifee, (KY)""",,Rural,,,,,,
21175,"""Morgan, (KY)""",,Rural,,,,,,
21189,"""Owsley, (KY)""",,Rural,,,,,,
21193,"""Perry, (KY)""",,Rural,,,,,,
21195,"""Pike, (KY)""",,Rural,,,,,,
21197,"""Powell, (KY)""",,Rural,,,,,,
21205,"""Rowan, (KY)""",,Rural,,,,,,
21237,"""Wolfe, (KY)""",,Rural,,,,,,
37003,"""Alexander, (NC)""",,Small City,,,,,,
37005,"""Alleghany, (NC)""",,Rural,,,,,,
37009,"""Ashe, (NC)""",,Rural,,,,,,
37011,"""Avery, (NC)""",,Rural,,,,,,
37021,"""Buncombe, (NC)""",,Small City,,,,,,
37023,"""Burke, (NC)""",,Small City,,,,,,
37027,"""Caldwell, (NC)""",,Small City,,,,,,
37035,"""Catawba, (NC)""",,Small City,,,,,,
37043,"""Clay, (NC)""",,Rural,,,,,,
37045,"""Cleveland, (NC)""",,Rural,,,,,,
37071,"""Gaston, (NC)""",,Suburban,,,,,,
37075,"""Graham, (NC)""",,Rural,,,,,,
37087,"""Haywood, (NC)""",,Small City,,,,,,
37089,"""Henderson, (NC)""",,Small City,,,,,,
37097,"""Iredell, (NC)""",,Suburban,,,,,,
37099,"""Jackson, (NC)""",,Rural,,,,,,
37109,"""Lincoln, (NC)""",,Suburban,,,,,,
37111,"""McDowell, (NC)""",,Rural,,,,,,
37113,"""Macon, (NC)""",,Rural,,,,,,
37115,"""Madison, (NC)""",,Small City,,,,,,
37119,"""Mecklenburg, (NC)""",,Urban,,,,,,
37121,"""Mitchell, (NC)""",,Rural,,,,,,
37149,"""Polk, (NC)""",,Rural,,,,,,
37161,"""Rutherford, (NC)""",,Rural,,,,,,
37171,"""Surry, (NC)""",,Rural,,,,,,
37173,"""Swain, (NC)""",,Rural,,,,,,
37175,"""Transylvania, (NC)""",,Rural,,,,,,
37189,"""Watauga, (NC)""",,Rural,,,,,,
37193,"""Wilkes, (NC)""",,Rural,,,,,,
37197,"""Yadkin, (NC)""",,Small City,,,,,,
37199,"""Yancey, (NC)""",,Rural,,,,,,
45001,"""Abbeville, (SC)""",,Rural,,,,,,
45003,"""Aiken, (SC)""",,Small City,,,,,,
45005,"""Allendale, (SC)""",,Rural,,,,,,
45007,"""Anderson, (SC)""",,Small City,,,,,,
45009,"""Bamberg, (SC)""",,Rural,,,,,,
45011,"""Barnwell, (SC)""",,Rural,,,,,,
45013,"""Beaufort, (SC)""",,Small City,,,,,,
45017,"""Calhoun, (SC)""",,Small City,,,,,,
45021,"""Cherokee, (SC)""",,Rural,,,,,,
45023,"""Chester, (SC)""",,Suburban,,,,,,
45029,"""Colleton, (SC)""",,Rural,,,,,,
45037,"""Edgefield, (SC)""",,Small City,,,,,,
45039,"""Fairfield, (SC)""",,Small City,,,,,,
45045,"""Greenville, (SC)""",,Small City,,,,,,
45047,"""Greenwood, (SC)""",,Rural,,,,,,
45049,"""Hampton, (SC)""",,Rural,,,,,,
45053,"""Jasper, (SC)""",,Small City,,,,,,
45057,"""Lancaster, (SC)""",,Suburban,,,,,,
45059,"""Laurens, (SC)""",,Small City,,,,,,
45063,"""Lexington, (SC)""",,Small City,,,,,,
45065,"""McCormick, (SC)""",,Rural,,,,,,
45071,"""Newberry, (SC)""",,Rural,,,,,,
45073,"""Oconee, (SC)""",,Rural,,,,,,
45075,"""Orangeburg, (SC)""",,Rural,,,,,,
45077,"""Pickens, (SC)""",,Small City,,,,,,
45079,"""Richland, (SC)""",,Small City,,,,,,
45081,"""Saluda, (SC)""",,Small City,,,,,,
45083,"""Spartanburg, (SC)""",,Small City,,,,,,
45087,"""Union, (SC)""",,Small City,,,,,,
45091,"""York, (SC)""",,Suburban,,,,,,
47019,"""Carter, (TN)""",,Small City,,,,,,
47025,"""Claiborne, (TN)""",,Rural,,,,,,
47029,"""Cocke, (TN)""",,Rural,,,,,,
47057,"""Grainger, (TN)""",,Small City,,,,,,
47059,"""Greene, (TN)""",,Rural,,,,,,
47063,"""Hamblen, (TN)""",,Small City,,,,,,
47067,"""Hancock, (TN)""",,Rural,,,,,,
47073,"""Hawkins, (TN)""",,Small City,,,,,,
47089,"""Jefferson, (TN)""",,Small City,,,,,,
47091,"""Johnson, (TN)""",,Rural,,,,,,
47155,"""Sevier, (TN)""",,Rural,,,,,,
47163,"""Sullivan, (TN)""",,Small City,,,,,,
47171,"""Unicoi, (TN)""",,Small City,,,,,,
47173,"""Union, (TN)""",,Small City,,,,,,
47179,"""Washington, (TN)""",,Small City,,,,,,
51021,"""Bland, (VA)""",,Rural,,,,,,
51027,"""Buchanan, (VA)""",,Rural,,,,,,
51035,"""Carroll, (VA)""",,Rural,,,,,,
51051,"""Dickenson, (VA)""",,Rural,,,,,,
51071,"""Giles, (VA)""",,Small City,,,,,,
51077,"""Grayson, (VA)""",,Rural,,,,,,
51105,"""Lee, (VA)""",,Rural,,,,,,
51155,"""Pulaski, (VA)""",,Small City,,,,,,
51167,"""Russell, (VA)""",,Rural,,,,,,
51169,"""Scott, (VA)""",,Small City,,,,,,
51173,"""Smyth, (VA)""",,Rural,,,,,,
51185,"""Tazewell, (VA)""",,Rural,,,,,,
51191,"""Washington, (VA)""",,Small City,,,,,,
51195,"""Wise, (VA)""",,Rural,,,,,,
51197,"""Wythe, (VA)""",,Rural,,,,,,
51520,"""Bristol, (VA)""",,Small City,,,,,,
51640,"""Galax, (VA)""",,Rural,,,,,,
51720,"""Norton, (VA)""",,Rural,,,,,,
54005,"""Boone, (WV)""",,Small City,,,,,,
54019,"""Fayette, (WV)""",,Small City,,,,,,
54039,"""Kanawha, (WV)""",,Small City,,,,,,
54043,"""Lincoln, (WV)""",,Small City,,,,,,
54045,"""Logan, (WV)""",,Rural,,,,,,
54047,"""McDowell, (WV)""",,Rural,,,,,,
54055,"""Mercer, (WV)""",,Rural,,,,,,
54059,"""Mingo, (WV)""",,Rural,,,,,,
54067,"""Nicholas, (WV)""",,Rural,,,,,,
54081,"""Raleigh, (WV)""",,Small City,,,,,,
54089,"""Summers, (WV)""",,Rural,,,,,,
54099,"""Wayne, (WV)""",,Small City,,,,,,
54109,"""Wyoming, (WV)""",,Rural,,,,,,
18001,"""Adams, (IN)""",,Rural,,,,,,
18003,"""Allen, (IN)""",,Small City,,,,,,
18005,"""Bartholomew, (IN)""",,Small City,,,,,,
18009,"""Blackford, (IN)""",,Rural,,,,,,
18011,"""Boone, (IN)""",,Suburban,,,,,,
18013,"""Brown, (IN)""",,Suburban,,,,,,
18015,"""Carroll, (IN)""",,Small City,,,,,,
18017,"""Cass, (IN)""",,Rural,,,,,,
18019,"""Clark, (IN)""",,Suburban,,,,,,
18021,"""Clay, (IN)""",,Small City,,,,,,
18023,"""Clinton, (IN)""",,Rural,,,,,,
18027,"""Daviess, (IN)""",,Rural,,,,,,
18029,"""Dearborn, (IN)""",,Suburban,,,,,,
18031,"""Decatur, (IN)""",,Rural,,,,,,
18033,"""DeKalb, (IN)""",,Rural,,,,,,
18035,"""Delaware, (IN)""",,Small City,,,,,,
18039,"""Elkhart, (IN)""",,Small City,,,,,,
18041,"""Fayette, (IN)""",,Rural,,,,,,
18047,"""Franklin, (IN)""",,Rural,,,,,,
18049,"""Fulton, (IN)""",,Rural,,,,,,
18053,"""Grant, (IN)""",,Rural,,,,,,
18055,"""Greene, (IN)""",,Rural,,,,,,
18057,"""Hamilton, (IN)""",,Suburban,,,,,,
18059,"""Hancock, (IN)""",,Suburban,,,,,,
18063,"""Hendricks, (IN)""",,Suburban,,,,,,
18065,"""Henry, (IN)""",,Rural,,,,,,
18067,"""Howard, (IN)""",,Small City,,,,,,
18069,"""Huntington, (IN)""",,Rural,,,,,,
18071,"""Jackson, (IN)""",,Rural,,,,,,
18073,"""Jasper, (IN)""",,Suburban,,,,,,
18075,"""Jay, (IN)""",,Rural,,,,,,
18077,"""Jefferson, (IN)""",,Rural,,,,,,
18079,"""Jennings, (IN)""",,Rural,,,,,,
18081,"""Johnson, (IN)""",,Suburban,,,,,,
18085,"""Kosciusko, (IN)""",,Rural,,,,,,
18087,"""LaGrange, (IN)""",,Rural,,,,,,
18091,"""LaPorte, (IN)""",,Small City,,,,,,
18093,"""Lawrence, (IN)""",,Rural,,,,,,
18095,"""Madison, (IN)""",,Suburban,,,,,,
18097,"""Marion, (IN)""",,Urban,,,,,,
18099,"""Marshall, (IN)""",,Rural,,,,,,
18101,"""Martin, (IN)""",,Rural,,,,,,
18103,"""Miami, (IN)""",,Rural,,,,,,
18105,"""Monroe, (IN)""",,Small City,,,,,,
18107,"""Montgomery, (IN)""",,Rural,,,,,,
18109,"""Morgan, (IN)""",,Suburban,,,,,,
18113,"""Noble, (IN)""",,Rural,,,,,,
18115,"""Ohio, (IN)""",,Suburban,,,,,,
18117,"""Orange, (IN)""",,Rural,,,,,,
18119,"""Owen, (IN)""",,Small City,,,,,,
18127,"""Porter, (IN)""",,Suburban,,,,,,
18131,"""Pulaski, (IN)""",,Rural,,,,,,
18133,"""Putnam, (IN)""",,Suburban,,,,,,
18135,"""Randolph, (IN)""",,Rural,,,,,,
18137,"""Ripley, (IN)""",,Rural,,,,,,
18139,"""Rush, (IN)""",,Rural,,,,,,
18141,"""St. Joseph, (IN)""",,Small City,,,,,,
18143,"""Scott, (IN)""",,Suburban,,,,,,
18145,"""Shelby, (IN)""",,Suburban,,,,,,
18149,"""Starke, (IN)""",,Rural,,,,,,
18151,"""Steuben, (IN)""",,Rural,,,,,,
18155,"""Switzerland, (IN)""",,Rural,,,,,,
18157,"""Tippecanoe, (IN)""",,Small City,,,,,,
18159,"""Tipton, (IN)""",,Rural,,,,,,
18161,"""Union, (IN)""",,Suburban,,,,,,
18169,"""Wabash, (IN)""",,Rural,,,,,,
18175,"""Washington, (IN)""",,Suburban,,,,,,
18177,"""Wayne, (IN)""",,Rural,,,,,,
18179,"""Wells, (IN)""",,Small City,,,,,,
18181,"""White, (IN)""",,Rural,,,,,,
18183,"""Whitley, (IN)""",,Small City,,,,,,
21015,"""Boone, (KY)""",,Suburban,,,,,,
21023,"""Bracken, (KY)""",,Suburban,,,,,,
21037,"""Campbell, (KY)""",,Suburban,,,,,,
21041,"""Carroll, (KY)""",,Rural,,,,,,
21077,"""Gallatin, (KY)""",,Suburban,,,,,,
21081,"""Grant, (KY)""",,Suburban,,,,,,
21089,"""Greenup, (KY)""",,Small City,,,,,,
21097,"""Harrison, (KY)""",,Rural,,,,,,
21103,"""Henry, (KY)""",,Suburban,,,,,,
21117,"""Kenton, (KY)""",,Suburban,,,,,,
21135,"""Lewis, (KY)""",,Rural,,,,,,
21161,"""Mason, (KY)""",,Rural,,,,,,
21185,"""Oldham, (KY)""",,Suburban,,,,,,
21187,"""Owen, (KY)""",,Rural,,,,,,
21191,"""Pendleton, (KY)""",,Suburban,,,,,,
21201,"""Robertson, (KY)""",,Rural,,,,,,
21223,"""Trimble, (KY)""",,Suburban,,,,,,
26005,"""Allegan, (MI)""",,Rural,,,,,,
26011,"""Arenac, (MI)""",,Rural,,,,,,
26015,"""Barry, (MI)""",,Suburban,,,,,,
26017,"""Bay, (MI)""",,Small City,,,,,,
26019,"""Benzie, (MI)""",,Rural,,,,,,
26021,"""Berrien, (MI)""",,Small City,,,,,,
26023,"""Branch, (MI)""",,Rural,,,,,,
26025,"""Calhoun, (MI)""",,Small City,,,,,,
26027,"""Cass, (MI)""",,Small City,,,,,,
26035,"""Clare, (MI)""",,Rural,,,,,,
26037,"""Clinton, (MI)""",,Small City,,,,,,
26045,"""Eaton, (MI)""",,Small City,,,,,,
26049,"""Genesee, (MI)""",,Small City,,,,,,
26051,"""Gladwin, (MI)""",,Rural,,,,,,
26057,"""Gratiot, (MI)""",,Rural,,,,,,
26059,"""Hillsdale, (MI)""",,Rural,,,,,,
26063,"""Huron, (MI)""",,Rural,,,,,,
26065,"""Ingham, (MI)""",,Small City,,,,,,
26067,"""Ionia, (MI)""",,Rural,,,,,,
26069,"""Iosco, (MI)""",,Rural,,,,,,
26073,"""Isabella, (MI)""",,Rural,,,,,,
26075,"""Jackson, (MI)""",,Small City,,,,,,
26077,"""Kalamazoo, (MI)""",,Small City,,,,,,
26081,"""Kent, (MI)""",,Urban,,,,,,
26085,"""Lake, (MI)""",,Rural,,,,,,
26087,"""Lapeer, (MI)""",,Suburban,,,,,,
26091,"""Lenawee, (MI)""",,Rural,,,,,,
26093,"""Livingston, (MI)""",,Suburban,,,,,,
26099,"""Macomb, (MI)""",,Suburban,,,,,,
26101,"""Manistee, (MI)""",,Rural,,,,,,
26105,"""Mason, (MI)""",,Rural,,,,,,
26107,"""Mecosta, (MI)""",,Rural,,,,,,
26111,"""Midland, (MI)""",,Small City,,,,,,
26113,"""Missaukee, (MI)""",,Rural,,,,,,
26115,"""Monroe, (MI)""",,Small City,,,,,,
26117,"""Montcalm, (MI)""",,Suburban,,,,,,
26121,"""Muskegon, (MI)""",,Small City,,,,,,
26123,"""Newaygo, (MI)""",,Rural,,,,,,
26125,"""Oakland, (MI)""",,Suburban,,,,,,
26127,"""Oceana, (MI)""",,Rural,,,,,,
26129,"""Ogemaw, (MI)""",,Rural,,,,,,
26133,"""Osceola, (MI)""",,Rural,,,,,,
26139,"""Ottawa, (MI)""",,Suburban,,,,,,
26143,"""Roscommon, (MI)""",,Rural,,,,,,
26145,"""Saginaw, (MI)""",,Small City,,,,,,
26147,"""St. Clair, (MI)""",,Suburban,,,,,,
26149,"""St. Joseph, (MI)""",,Rural,,,,,,
26151,"""Sanilac, (MI)""",,Rural,,,,,,
26155,"""Shiawassee, (MI)""",,Rural,,,,,,
26157,"""Tuscola, (MI)""",,Rural,,,,,,
26159,"""Van Buren, (MI)""",,Small City,,,,,,
26161,"""Washtenaw, (MI)""",,Small City,,,,,,
26163,"""Wayne, (MI)""",,Urban,,,,,,
26165,"""Wexford, (MI)""",,Rural,,,,,,
39001,"""Adams, (OH)""",,Rural,,,,,,
39003,"""Allen, (OH)""",,Small City,,,,,,
39005,"""Ashland, (OH)""",,Rural,,,,,,
39007,"""Ashtabula, (OH)""",,Rural,,,,,,
39009,"""Athens, (OH)""",,Rural,,,,,,
39011,"""Auglaize, (OH)""",,Rural,,,,,,
39013,"""Belmont, (OH)""",,Small City,,,,,,
39015,"""Brown, (OH)""",,Suburban,,,,,,
39017,"""Butler, (OH)""",,Suburban,,,,,,
39019,"""Carroll, (OH)""",,Small City,,,,,,
39021,"""Champaign, (OH)""",,Rural,,,,,,
39023,"""Clark, (OH)""",,Small City,,,,,,
39025,"""Clermont, (OH)""",,Suburban,,,,,,
39027,"""Clinton, (OH)""",,Rural,,,,,,
39029,"""Columbiana, (OH)""",,Rural,,,,,,
39031,"""Coshocton, (OH)""",,Rural,,,,,,
39033,"""Crawford, (OH)""",,Rural,,,,,,
39035,"""Cuyahoga, (OH)""",,Urban,,,,,,
39037,"""Darke, (OH)""",,Rural,,,,,,
39039,"""Defiance, (OH)""",,Rural,,,,,,
39041,"""Delaware, (OH)""",,Suburban,,,,,,
39043,"""Erie, (OH)""",,Rural,,,,,,
39045,"""Fairfield, (OH)""",,Suburban,,,,,,
39047,"""Fayette, (OH)""",,Rural,,,,,,
39049,"""Franklin, (OH)""",,Urban,,,,,,
39051,"""Fulton, (OH)""",,Small City,,,,,,
39053,"""Gallia, (OH)""",,Rural,,,,,,
39055,"""Geauga, (OH)""",,Suburban,,,,,,
39057,"""Greene, (OH)""",,Small City,,,,,,
39059,"""Guernsey, (OH)""",,Rural,,,,,,
39061,"""Hamilton, (OH)""",,Urban,,,,,,
39063,"""Hancock, (OH)""",,Rural,,,,,,
39065,"""Hardin, (OH)""",,Rural,,,,,,
39067,"""Harrison, (OH)""",,Rural,,,,,,
39069,"""Henry, (OH)""",,Rural,,,,,,
39071,"""Highland, (OH)""",,Rural,,,,,,
39073,"""Hocking, (OH)""",,Suburban,,,,,,
39075,"""Holmes, (OH)""",,Rural,,,,,,
39077,"""Huron, (OH)""",,Rural,,,,,,
39079,"""Jackson, (OH)""",,Rural,,,,,,
39081,"""Jefferson, (OH)""",,Small City,,,,,,
39083,"""Knox, (OH)""",,Rural,,,,,,
39085,"""Lake, (OH)""",,Suburban,,,,,,
39087,"""Lawrence, (OH)""",,Small City,,,,,,
39089,"""Licking, (OH)""",,Suburban,,,,,,
39091,"""Logan, (OH)""",,Rural,,,,,,
39093,"""Lorain, (OH)""",,Suburban,,,,,,
39095,"""Lucas, (OH)""",,Small City,,,,,,
39097,"""Madison, (OH)""",,Suburban,,,,,,
39099,"""Mahoning, (OH)""",,Small City,,,,,,
39101,"""Marion, (OH)""",,Rural,,,,,,
39103,"""Medina, (OH)""",,Suburban,,,,,,
39105,"""Meigs, (OH)""",,Rural,,,,,,
39107,"""Mercer, (OH)""",,Rural,,,,,,
39109,"""Miami, (OH)""",,Small City,,,,,,
39111,"""Monroe, (OH)""",,Rural,,,,,,
39113,"""Montgomery, (OH)""",,Small City,,,,,,
39115,"""Morgan, (OH)""",,Rural,,,,,,
39117,"""Morrow, (OH)""",,Suburban,,,,,,
39119,"""Muskingum, (OH)""",,Rural,,,,,,
39121,"""Noble, (OH)""",,Rural,,,,,,
39123,"""Ottawa, (OH)""",,Rural,,,,,,
39125,"""Paulding, (OH)""",,Rural,,,,,,
39127,"""Perry, (OH)""",,Suburban,,,,,,
39129,"""Pickaway, (OH)""",,Suburban,,,,,,
39131,"""Pike, (OH)""",,Rural,,,,,,
39133,"""Portage, (OH)""",,Small City,,,,,,
39135,"""Preble, (OH)""",,Rural,,,,,,
39137,"""Putnam, (OH)""",,Rural,,,,,,
39139,"""Richland, (OH)""",,Small City,,,,,,
39141,"""Ross, (OH)""",,Rural,,,,,,
39143,"""Sandusky, (OH)""",,Rural,,,,,,
39145,"""Scioto, (OH)""",,Rural,,,,,,
39147,"""Seneca, (OH)""",,Rural,,,,,,
39149,"""Shelby, (OH)""",,Rural,,,,,,
